,head_full [m],head [m],rr [mm/d],tn [C],tx [C],stage [m],et [mm/d]
2003-10-07,151.7525,151.7525,0.0000,11.6667,-1.6667,1.0088,1.8195
2003-10-08,151.7495,151.7495,0.0000,14.4444,-1.6667,0.9966,2.1019
2003-10-09,151.7464,151.7464,0.0000,20.5556,2.7778,0.9875,2.6740
2003-10-10,151.7281,151.7281,0.0000,22.7778,6.6667,0.9784,2.7871
2003-10-11,151.7190,151.7190,0.0000,13.8889,5.5556,0.9723,1.6698
2003-10-12,151.7281,151.7281,0.0000,20.5556,6.6667,1.0119,2.4422
2003-10-13,151.7190,151.7190,5.8420,14.4444,7.7778,1.0302,1.5365
2003-10-14,151.7129,151.7129,0.0000,17.7778,2.7778,0.9875,2.2116
2003-10-15,151.7617,151.7617,36.5760,17.2222,2.7778,1.3380,2.1243
2003-10-16,151.7799,151.7799,0.0000,14.4444,2.2222,1.2710,1.8134
2003-10-17,151.8043,151.8043,0.0000,14.4444,-0.5556,1.1521,1.8783
2003-10-18,151.8348,151.8348,1.7780,12.2222,0.0000,1.1094,1.6186
2003-10-19,151.8531,151.8531,0.7620,10.0000,0.5556,1.0942,1.3567
2003-10-20,151.8683,151.8683,6.3500,4.4444,-2.7778,1.1064,0.9430
2003-10-21,151.9080,151.9080,0.0000,11.6667,-2.7778,1.0850,1.5794
2003-10-22,151.9080,151.9080,1.0160,20.0000,5.0000,1.1186,2.1840
2003-10-23,151.9171,151.9171,1.2700,5.5556,-0.5556,1.1186,0.9146
2003-10-24,151.9080,151.9080,0.0000,3.8889,-3.8889,1.0972,0.8923
2003-10-25,151.9019,151.9019,0.0000,7.7778,-5.0000,1.0698,1.2204
2003-10-26,151.9262,151.9262,0.5080,13.8889,-4.4444,1.0576,1.7016
2003-10-27,151.9872,151.9872,15.7480,16.1111,13.8889,1.2923,0.8613
2003-10-28,152.0603,152.0603,41.9100,16.6667,2.7778,1.5635,1.7772
2003-10-29,152.2981,152.2981,20.5740,13.8889,2.7778,1.8409,1.4903
2003-10-30,152.5754,152.5754,27.9400,12.2222,-0.5556,1.8196,1.4254
2003-10-31,152.7583,152.7583,0.0000,13.3333,0.0000,1.5300,1.4916
2003-11-01,152.8467,152.8467,0.0000,23.3333,10.0000,1.3990,2.0974
2003-11-02,152.8833,152.8833,0.0000,15.5556,6.1111,1.3258,1.4420
2003-11-03,152.9016,152.9016,1.7780,23.8889,8.8889,1.2862,2.1570
2003-11-04,152.8985,152.8985,0.0000,11.6667,5.0000,1.2618,1.0786
2003-11-05,152.9016,152.9016,2.7940,12.2222,4.4444,1.2862,1.1522
2003-11-06,152.9107,152.9107,19.3040,12.7778,7.7778,1.4173,0.9834
2003-11-07,152.9259,152.9259,1.7780,11.1111,2.7778,1.3563,1.1032
2003-11-08,152.9259,152.9259,0.0000,5.5556,-3.8889,1.2831,0.8698
2003-11-09,152.8955,152.8955,0.0000,2.2222,-8.3333,1.2252,0.7172
2003-11-10,152.8924,152.8924,0.0000,7.2222,-8.3333,1.1948,1.0098
2003-11-11,152.8894,152.8894,0.0000,6.1111,-6.6667,1.1826,0.9204
2003-11-12,152.8894,152.8894,1.5240,12.7778,3.3333,1.1917,1.1647
2003-11-13,152.8985,152.8985,3.8100,12.7778,0.5556,1.2039,1.2393
2003-11-14,152.8558,152.8558,0.0000,2.7778,-2.2222,1.1734,0.5763
2003-11-15,152.8132,152.8132,0.0000,3.8889,-3.8889,1.1460,0.7004
2003-11-16,152.7766,152.7766,0.0000,6.6667,-5.0000,1.1277,0.8899
2003-11-17,152.7583,152.7583,0.0000,3.8889,2.2222,1.1247,0.3736
2003-11-18,152.7400,152.7400,2.7940,11.1111,3.3333,1.1308,0.9630
2003-11-19,152.7492,152.7492,0.0000,15.5556,7.7778,1.1247,1.1282
2003-11-20,152.7644,152.7644,49.5300,12.7778,2.7778,1.2466,1.0962
2003-11-21,152.7400,152.7400,0.7620,14.4444,1.6667,1.2770,1.2418
2003-11-22,152.7248,152.7248,0.0000,15.0000,-0.5556,1.2069,1.3133
2003-11-23,152.7095,152.7095,0.0000,11.6667,-2.7778,1.1643,1.1125
2003-11-24,152.7095,152.7095,0.0000,10.0000,-3.3333,1.1368,1.0060
2003-11-25,152.7065,152.7065,6.8580,6.6667,-3.8889,1.1521,0.8047
2003-11-26,152.6821,152.6821,0.0000,5.5556,-5.5556,1.1338,0.7589
2003-11-27,152.6638,152.6638,0.0000,10.0000,-1.6667,1.1125,0.9561
2003-11-28,152.6973,152.6973,0.5080,16.6667,4.4444,1.1155,1.2616
2003-11-29,152.7065,152.7065,29.2100,11.6667,-0.5556,1.2222,1.0269
2003-11-30,152.6852,152.6852,0.0000,6.6667,-2.2222,1.1887,0.7433
2003-12-01,152.6973,152.6973,0.0000,6.6667,-2.2222,1.1551,0.7384
2003-12-02,152.6821,152.6821,0.5080,7.7778,-3.3333,1.1247,0.8204
2003-12-03,152.6638,152.6638,0.0000,-0.5556,-11.6667,1.0850,0.4724
2003-12-04,152.6547,152.6547,0.0000,-4.4444,-11.1111,1.0637,0.3115
2003-12-05,152.6486,152.6486,0.0000,2.2222,-8.3333,1.0698,0.5760
2003-12-06,152.6577,152.6577,5.8420,-3.3333,-8.3333,1.0759,0.3193
2003-12-07,152.6608,152.6608,14.9860,-5.0000,-7.7778,1.0728,0.2257
2003-12-08,152.6212,152.6212,0.0000,-4.4444,-7.7778,1.0972,0.2523
2003-12-09,152.5907,152.5907,0.0000,0.0000,-12.7778,1.1033,0.4801
2003-12-10,152.5785,152.5785,0.0000,0.0000,-10.5556,1.0911,0.4775
2003-12-11,152.6455,152.6455,3.8100,6.6667,-1.6667,1.4051,0.6905
2003-12-12,152.7461,152.7461,39.6240,10.5556,-0.5556,1.7434,0.8948
2003-12-13,152.8375,152.8375,0.0000,2.7778,-6.6667,1.4660,0.5684
2003-12-14,152.9442,152.9442,0.0000,-2.7778,-8.8889,1.3045,0.3430
2003-12-15,152.9930,152.9930,30.2260,0.0000,-8.8889,1.4294,0.4613
2003-12-16,153.0265,153.0265,0.0000,-0.5556,-6.6667,1.3807,0.4060
2003-12-17,153.1728,153.1728,0.0000,3.8889,-6.6667,1.5635,0.6176
2003-12-18,153.5050,153.5050,35.3060,8.3333,-2.2222,2.4413,0.7875
2003-12-19,153.5721,153.5721,0.0000,1.6667,-7.7778,1.8897,0.5232
2003-12-20,153.5873,153.5873,0.0000,1.1111,-7.7778,1.6245,0.4978
2003-12-21,153.5507,153.5507,0.0000,0.0000,-9.4444,1.4843,0.4633
2003-12-22,153.5264,153.5264,0.0000,0.0000,-9.4444,1.4142,0.4635
2003-12-23,153.4837,153.4837,0.0000,8.8889,-2.2222,1.3776,0.8193
2003-12-24,153.4654,153.4654,0.2540,10.5556,-1.6667,1.4477,0.9065
2003-12-25,153.5599,153.5599,33.2740,12.2222,1.1111,1.7281,0.9541
2003-12-26,153.5690,153.5690,0.5080,5.5556,-2.7778,1.5575,0.6460
2003-12-27,153.5355,153.5355,0.0000,2.2222,-2.2222,1.4386,0.4381
2003-12-28,153.4867,153.4867,0.0000,7.2222,-6.6667,1.3715,0.7887
2003-12-29,153.4593,153.4593,0.0000,11.6667,-6.1111,1.3319,1.0211
2003-12-30,153.4380,153.4380,0.0000,12.7778,-2.7778,1.3228,1.0641
2003-12-31,153.3892,153.3892,0.0000,8.8889,1.6667,1.3106,0.7367
2004-01-01,153.3557,153.3557,0.0000,3.8889,-2.7778,1.2770,0.5627
2004-01-02,153.3039,153.3039,2.0320,1.1111,-3.8889,1.2527,0.4368
2004-01-03,153.2795,153.2795,4.8260,8.8889,-1.1111,1.2679,0.8242
2004-01-04,153.2764,153.2764,1.2700,10.0000,0.5556,1.3289,0.8577
2004-01-05,153.3069,153.3069,20.3200,0.5556,-1.1111,1.4843,0.2736
2004-01-06,153.3557,153.3557,3.0480,-0.5556,-10.5556,1.4538,0.4685
2004-01-07,153.3618,153.3618,0.5080,-7.2222,-12.2222,1.3350,0.2190
2004-01-08,153.3435,153.3435,0.2540,-6.6667,-13.8889,1.2405,0.2465
2004-01-09,153.3039,153.3039,0.0000,-13.3333,-20.5556,1.2039,0.0280
2004-01-10,153.2521,153.2521,0.0000,-14.4444,-22.2222,1.2100,-0.0182
2004-01-11,153.2002,153.2002,0.0000,-6.1111,-20.0000,1.2191,0.2194
2004-01-12,153.1759,153.1759,3.0480,0.0000,-7.7778,1.1429,0.4892
2004-01-13,153.1301,153.1301,0.0000,2.7778,-16.1111,1.1673,0.6131
2004-01-14,153.0875,153.0875,0.0000,-15.0000,-21.6667,1.1704,-0.0174
2004-01-15,153.0539,153.0539,2.0320,-14.4444,-23.3333,1.1673,-0.0413
2004-01-16,153.0296,153.0296,0.0000,-12.2222,-23.3333,1.1308,0.0010
2004-01-17,152.9778,152.9778,0.0000,-2.7778,-11.6667,1.2009,0.4127
2004-01-18,152.9564,152.9564,1.2700,-1.1111,-7.2222,1.2283,0.4461
2004-01-19,152.9412,152.9412,3.3020,-4.4444,-11.1111,1.2009,0.3445
2004-01-20,152.8955,152.8955,0.0000,-6.1111,-12.2222,1.2100,0.2863
2004-01-21,152.8497,152.8497,0.0000,-5.5556,-16.6667,1.2069,0.3014
2004-01-22,152.8284,152.8284,0.0000,1.6667,-16.6667,1.1582,0.6039
2004-01-23,152.8010,152.8010,0.2540,-8.8889,-15.5556,1.1308,0.1983
2004-01-24,152.7674,152.7674,0.0000,-9.4444,-18.8889,1.1551,0.1550
2004-01-25,152.7187,152.7187,0.0000,-11.6667,-20.5556,1.2588,0.0705
2004-01-26,152.6821,152.6821,0.0000,-7.7778,-16.1111,1.2770,0.2399
2004-01-27,152.6699,152.6699,0.5080,-7.2222,-12.7778,1.1795,0.2641
2004-01-28,152.6760,152.6760,9.1440,-2.7778,-9.4444,1.1612,0.4397
2004-01-29,152.6455,152.6455,1.2700,-6.1111,-11.6667,1.1490,0.3084
2004-01-30,152.6120,152.6120,0.0000,-5.5556,-15.0000,1.1368,0.3427
2004-01-31,152.5876,152.5876,0.0000,-5.0000,-13.8889,1.1125,0.3736
2004-02-01,152.5419,152.5419,0.0000,-2.7778,-10.0000,1.0942,0.4663
2004-02-02,152.5084,152.5084,0.0000,3.3333,-15.5556,1.0911,0.7812
2004-02-03,152.5023,152.5023,0.0000,-0.5556,-13.8889,1.0789,0.5999
2004-02-04,152.5358,152.5358,20.5740,3.8889,-6.1111,1.1308,0.8337
2004-02-05,152.4779,152.4779,0.0000,-0.5556,-6.6667,1.1155,0.5591
2004-02-06,152.5084,152.5084,2.2860,0.0000,-5.5556,1.1155,0.5712
2004-02-07,152.5358,152.5358,34.7980,2.2222,-7.2222,1.3472,0.7675
2004-02-08,152.5328,152.5328,0.0000,-3.8889,-13.8889,1.2710,0.4624
2004-02-09,152.5602,152.5602,0.0000,2.7778,-12.7778,1.1460,0.8411
2004-02-10,152.5785,152.5785,0.0000,6.6667,-2.7778,1.0820,1.0294
2004-02-11,152.5754,152.5754,0.0000,1.1111,-8.3333,1.0576,0.7444
2004-02-12,152.5632,152.5632,0.0000,1.6667,-12.7778,1.0424,0.8022
2004-02-13,152.5693,152.5693,0.0000,3.3333,-8.8889,1.0424,0.9183
2004-02-14,152.5632,152.5632,0.0000,2.7778,-6.1111,1.0424,0.8517
2004-02-15,152.5511,152.5511,0.0000,-4.4444,-16.6667,1.0424,0.4499
2004-02-16,152.5267,152.5267,0.0000,-4.4444,-19.4444,1.0424,0.4071
2004-02-17,152.5023,152.5023,0.0000,-1.6667,-18.8889,1.0424,0.5677
2004-02-18,152.5145,152.5145,0.0000,3.8889,-8.8889,1.0424,1.0136
2004-02-19,152.5206,152.5206,0.0000,2.2222,-8.8889,1.0424,0.9034
2004-02-20,152.4870,152.4870,0.0000,2.2222,-7.7778,1.0424,0.9008
2004-02-21,152.8132,152.8132,0.2540,3.8889,-1.6667,1.0363,0.8581
2004-02-22,152.7735,152.7735,0.2540,2.7778,-3.3333,1.0454,0.8424
2004-02-23,152.4931,152.4931,0.0000,3.8889,-6.1111,1.0454,1.0374
2004-02-24,152.4413,152.4413,0.0000,2.2222,-6.6667,1.0393,0.9224
2004-02-25,152.4291,152.4291,0.0000,1.1111,-10.0000,1.0302,0.8924
2004-02-26,152.4048,152.4048,0.0000,4.4444,-10.0000,1.0241,1.1594
2004-02-27,152.3560,152.3560,0.0000,6.1111,-8.8889,1.0241,1.3070
2004-02-28,152.3865,152.3865,0.0000,9.4444,-5.5556,1.0271,1.5952
2004-02-29,152.3347,152.3347,0.0000,10.0000,-1.6667,1.0607,1.5860
2004-03-01,152.3225,152.3225,0.0000,13.8889,-3.3333,1.0911,2.0492
2004-03-02,152.3499,152.3499,0.2540,15.5556,0.0000,1.1734,2.1875
2004-03-03,152.3621,152.3621,0.2540,10.0000,-0.5556,1.3014,1.5995
2004-03-04,152.4048,152.4048,1.7780,9.4444,-1.1111,1.3228,1.5763
2004-03-05,152.4657,152.4657,1.5240,6.6667,-1.6667,1.2831,1.3063
2004-03-06,152.5389,152.5389,5.0800,13.3333,1.6667,1.3776,1.9563
2004-03-07,152.5968,152.5968,0.0000,7.2222,-0.5556,1.3776,1.3432
2004-03-08,152.6699,152.6699,1.2700,2.2222,-2.2222,1.2831,0.8615
2004-03-09,152.7126,152.7126,4.3180,1.1111,-2.2222,1.2313,0.7300
2004-03-10,152.7553,152.7553,1.2700,4.4444,-2.2222,1.1948,1.1458
2004-03-11,152.7979,152.7979,0.0000,11.6667,-2.2222,1.1765,1.9968
2004-03-12,152.8132,152.8132,0.0000,4.4444,-2.7778,1.1673,1.1990
2004-03-13,152.8010,152.8010,0.5080,2.2222,-6.1111,1.1460,1.1042
2004-03-14,152.7796,152.7796,0.0000,4.4444,-8.3333,1.1216,1.3810
2004-03-15,152.7918,152.7918,0.2540,10.0000,-1.6667,1.1186,1.8570
2004-03-16,152.7735,152.7735,0.0000,1.1111,-5.0000,1.1186,0.9740
2004-03-17,152.7888,152.7888,9.6520,-2.7778,-5.5556,1.1216,0.5689
2004-03-18,152.7583,152.7583,4.0640,0.0000,-6.1111,1.1125,0.9224
2004-03-19,152.7339,152.7339,4.0640,2.7778,-6.6667,1.1094,1.2461
2004-03-20,152.7309,152.7309,0.7620,5.5556,-11.1111,1.1064,1.5819
2004-03-21,152.7614,152.7614,5.3340,6.1111,-4.4444,1.2770,1.5814
2004-03-22,152.7674,152.7674,0.0000,-2.2222,-9.4444,1.2923,0.8425
2004-03-23,152.8010,152.8010,0.0000,5.5556,-13.3333,1.2039,1.6012
2004-03-24,152.8071,152.8071,0.0000,13.8889,-3.8889,1.1673,2.5905
2004-03-25,152.8162,152.8162,0.0000,8.8889,2.7778,1.1521,1.5895
2004-03-26,152.8284,152.8284,0.2540,21.6667,2.7778,1.1490,3.6028
2004-03-27,152.8406,152.8406,4.0640,18.3333,7.2222,1.2009,2.8402
2004-03-28,152.8315,152.8315,0.0000,11.1111,-0.5556,1.2191,2.1994
2004-03-29,152.8223,152.8223,0.0000,12.2222,-3.3333,1.1704,2.4666
2004-03-30,152.8254,152.8254,0.0000,7.2222,-3.3333,1.1399,1.8141
2004-03-31,152.8558,152.8558,24.3840,5.0000,2.2222,1.2770,1.0190
2004-04-01,153.0509,153.0509,24.6380,6.1111,2.7778,1.8775,1.1700
2004-04-02,153.3709,153.3709,27.9400,3.8889,2.2222,2.0360,0.7808
2004-04-03,153.4837,153.4837,0.0000,10.0000,1.6667,1.7098,1.9992
2004-04-04,153.5233,153.5233,0.2540,8.3333,-2.2222,1.5300,1.9955
2004-04-05,153.5081,153.5081,3.8100,2.2222,-5.0000,1.4508,1.3033
2004-04-06,153.4654,153.4654,0.0000,8.8889,-3.8889,1.3746,2.1682
2004-04-07,153.4258,153.4258,0.0000,11.6667,1.6667,1.3197,2.3381
2004-04-08,153.3831,153.3831,0.0000,12.2222,-2.7778,1.2831,2.6501
2004-04-09,153.3496,153.3496,0.0000,12.7778,-1.1111,1.2557,2.6978
2004-04-10,153.2978,153.2978,0.0000,13.8889,-1.1111,1.2283,2.8911
2004-04-11,153.2521,153.2521,0.0000,11.1111,-2.7778,1.2039,2.5385
2004-04-12,153.2063,153.2063,0.0000,12.7778,0.0000,1.1917,2.7050
2004-04-13,153.2856,153.2856,22.0980,5.5556,2.2222,1.4965,1.2441
2004-04-14,153.6361,153.6361,44.1960,13.8889,5.0000,2.2859,2.5822
2004-04-15,153.7458,153.7458,4.5720,13.3333,0.0000,2.0238,2.8508
2004-04-16,153.7702,153.7702,1.2700,16.6667,-3.3333,1.7434,3.5135
2004-04-17,153.7489,153.7489,0.0000,25.0000,-1.1111,1.5575,4.9356
2004-04-18,153.7062,153.7062,0.0000,23.3333,7.2222,1.4630,4.3514
2004-04-19,153.6574,153.6574,0.0000,31.1111,3.8889,1.4051,6.0853
2004-04-20,153.6178,153.6178,0.0000,20.0000,7.7778,1.3563,3.6691
2004-04-21,153.5416,153.5416,0.0000,16.1111,4.4444,1.3106,3.1835
2004-04-22,153.5020,153.5020,0.0000,26.1111,7.7778,1.2862,4.9978
2004-04-23,153.4563,153.4563,6.8580,11.6667,5.0000,1.3868,2.2607
2004-04-24,153.4593,153.4593,12.9540,16.6667,4.4444,1.4386,3.3463
2004-04-25,153.4441,153.4441,0.0000,12.7778,-0.5556,1.3502,2.9504
2004-04-26,153.5111,153.5111,9.3980,12.2222,4.4444,1.4995,2.4808
2004-04-27,153.6696,153.6696,16.2560,18.8889,6.1111,1.7403,3.7202
2004-04-28,153.7062,153.7062,0.0000,11.6667,1.1111,1.5483,2.6970
2004-04-29,153.6513,153.6513,0.0000,25.5556,0.5556,1.4112,5.3541
2004-04-30,153.6208,153.6208,0.0000,26.1111,9.4444,1.3502,5.0875
2004-05-01,153.5934,153.5934,0.0000,26.6667,7.7778,1.3106,5.3534
2004-05-02,153.5690,153.5690,0.0000,17.2222,12.7778,1.2984,2.4379
2004-05-03,153.5325,153.5325,1.7780,16.6667,4.4444,1.3502,3.4956
2004-05-04,153.4837,153.4837,18.2880,13.8889,0.0000,1.6397,3.2546
2004-05-05,153.3953,153.3953,0.0000,15.5556,-1.6667,1.5148,3.6395
2004-05-06,153.3404,153.3404,0.2540,21.6667,4.4444,1.4051,4.5836
2004-05-07,153.3100,153.3100,0.0000,27.7778,10.0000,1.3380,5.5908
2004-05-08,153.2917,153.2917,0.0000,16.6667,3.3333,1.2770,3.6519
2004-05-09,153.2642,153.2642,0.0000,17.2222,5.0000,1.2618,3.6539
2004-05-10,153.2307,153.2307,1.2700,23.3333,5.5556,1.2740,4.9488
2004-05-11,153.1972,153.1972,4.5720,27.7778,13.8889,1.2649,5.2921
2004-05-12,153.1728,153.1728,0.0000,31.1111,11.1111,1.2130,6.4204
2004-05-13,153.1454,153.1454,0.0000,26.6667,12.2222,1.1917,5.2320
2004-05-14,153.1240,153.1240,0.0000,24.4444,9.4444,1.1673,4.9782
2004-05-15,153.0936,153.0936,0.0000,30.0000,15.0000,1.1429,5.8238
2004-05-16,153.0661,153.0661,6.6040,23.3333,11.6667,1.1399,4.4912
2004-05-17,153.0418,153.0418,0.0000,24.4444,7.7778,1.1277,5.1655
2004-05-18,153.0082,153.0082,0.0000,24.4444,12.2222,1.0911,4.7372
2004-05-19,152.9686,152.9686,4.0640,20.5556,7.7778,1.1429,4.2801
2004-05-20,152.9442,152.9442,0.0000,21.6667,7.2222,1.1308,4.6040
2004-05-21,152.9107,152.9107,3.5560,25.5556,10.5556,1.1033,5.2490
2004-05-22,152.8741,152.8741,0.0000,16.1111,8.8889,1.0850,3.0693
2004-05-23,152.8436,152.8436,0.7620,28.8889,8.3333,1.1003,6.2742
2004-05-24,152.8040,152.8040,29.9720,17.7778,11.1111,1.2130,3.1590
2004-05-25,152.7614,152.7614,1.7780,21.6667,10.5556,1.1612,4.3056
2004-05-26,152.7278,152.7278,0.0000,13.8889,8.3333,1.1094,2.5889
2004-05-27,152.7309,152.7309,15.2400,23.8889,11.1111,1.3075,4.8332
2004-05-28,152.7522,152.7522,1.2700,21.6667,11.1111,1.2770,4.2585
2004-05-29,152.7583,152.7583,16.2560,15.5556,3.3333,1.2801,3.6343
2004-05-30,152.7583,152.7583,0.0000,20.5556,1.1111,1.1734,4.8327
2004-05-31,152.7522,152.7522,0.0000,19.4444,3.3333,1.1125,4.4943
2004-06-01,152.7400,152.7400,11.1760,12.7778,7.7778,1.1338,2.4098
2004-06-02,152.7187,152.7187,7.6200,22.7778,11.6667,1.1490,4.5174
2004-06-03,152.6943,152.6943,2.2860,21.1111,7.7778,1.1368,4.5505
2004-06-04,152.6547,152.6547,1.0160,22.2222,4.4444,1.0820,5.0748
2004-06-05,152.6303,152.6303,0.0000,21.6667,7.7778,1.0515,4.6978
2004-06-06,152.6029,152.6029,0.0000,13.8889,8.8889,1.0332,2.5247
2004-06-07,152.5815,152.5815,0.5080,26.1111,7.7778,1.0271,5.7914
2004-06-08,152.5480,152.5480,0.0000,29.4444,14.4444,1.0088,6.0272
2004-06-09,152.5206,152.5206,0.0000,31.1111,17.7778,0.9906,6.0599
2004-06-10,152.4931,152.4931,4.0640,21.1111,10.5556,0.9845,4.2608
2004-06-11,152.4566,152.4566,0.0000,21.1111,6.6667,0.9845,4.6908
2004-06-12,152.4169,152.4169,0.0000,22.7778,4.4444,0.9570,5.2402
2004-06-13,152.3743,152.3743,0.0000,22.7778,8.8889,0.9448,4.8968
2004-06-14,152.3468,152.3468,0.0000,21.1111,13.8889,0.9326,3.7137
2004-06-15,152.3255,152.3255,1.5240,29.4444,17.7778,0.9357,5.5720
2004-06-16,152.2859,152.2859,0.0000,28.3333,16.6667,0.9296,5.4182
2004-06-17,152.2554,152.2554,0.0000,27.2222,17.7778,0.9144,4.8759
2004-06-18,152.2310,152.2310,3.3020,26.1111,17.7778,1.0058,4.5151
2004-06-19,152.2097,152.2097,10.4140,24.4444,12.7778,1.0942,4.8787
2004-06-20,152.1731,152.1731,0.0000,20.5556,7.2222,1.0271,4.5183
2004-06-21,152.1426,152.1426,0.0000,23.8889,5.5556,0.9662,5.4411
2004-06-22,152.1213,152.1213,0.0000,22.2222,13.3333,0.9387,4.1558
2004-06-23,152.1061,152.1061,0.2540,25.5556,11.6667,0.9235,5.3190
2004-06-24,152.0695,152.0695,0.0000,26.1111,8.3333,0.9022,5.7781
2004-06-25,152.0390,152.0390,0.0000,22.7778,13.3333,0.8900,4.3130
2004-06-26,152.0207,152.0207,6.0960,21.6667,11.1111,0.9418,4.3382
2004-06-27,151.9963,151.9963,3.0480,23.8889,6.1111,0.9540,5.3905
2004-06-28,151.9659,151.9659,0.0000,21.6667,7.7778,0.9235,4.7194
2004-06-29,151.9445,151.9445,2.0320,23.3333,12.2222,0.9174,4.6274
2004-06-30,151.8744,151.8744,0.0000,25.5556,10.0000,0.8961,5.4701
2004-07-01,151.8409,151.8409,0.0000,25.5556,11.6667,0.8747,5.2887
2004-07-02,151.8226,151.8226,1.2700,26.6667,11.6667,0.9875,5.5769
2004-07-03,151.7982,151.7982,5.3340,27.2222,10.5556,1.0088,5.8259
2004-07-04,151.7708,151.7708,0.0000,26.1111,10.0000,0.9540,5.5862
2004-07-05,151.7617,151.7617,0.2540,26.1111,14.4444,1.0393,5.0522
2004-07-06,151.7556,151.7556,17.0180,25.5556,14.4444,1.0454,4.8860
2004-07-07,151.7403,151.7403,0.0000,24.4444,11.6667,1.0058,4.9532
2004-07-08,151.7312,151.7312,0.0000,28.3333,13.3333,0.9570,5.7884
2004-07-09,151.7220,151.7220,1.7780,28.3333,14.4444,0.9357,5.6433
2004-07-10,151.7007,151.7007,0.0000,22.7778,12.7778,0.9205,4.3244
2004-07-11,151.6824,151.6824,0.0000,26.1111,12.7778,0.8930,5.2257
2004-07-12,151.6580,151.6580,0.0000,25.5556,16.6667,0.8686,4.4560
2004-07-13,151.6580,151.6580,8.1280,21.1111,13.8889,0.9113,3.6236
2004-07-14,151.6519,151.6519,4.8260,16.1111,13.8889,0.9387,1.8592
2004-07-15,151.6458,151.6458,2.0320,22.2222,15.0000,0.9174,3.7252
2004-07-16,151.6276,151.6276,0.0000,25.0000,14.4444,0.8961,4.6350
2004-07-17,151.6062,151.6062,0.0000,24.4444,15.0000,0.8839,4.3736
2004-07-18,151.6001,151.6001,0.0000,27.2222,14.4444,0.9052,5.2302
2004-07-19,151.6001,151.6001,19.0500,23.8889,17.2222,0.8900,3.7398
2004-07-20,151.5879,151.5879,7.1120,25.0000,16.1111,0.8869,4.3067
2004-07-21,151.5727,151.5727,0.0000,27.2222,13.8889,0.8656,5.2598
2004-07-22,151.5605,151.5605,0.0000,28.3333,13.8889,0.8473,5.5407
2004-07-23,151.5453,151.5453,0.0000,27.2222,15.0000,0.8321,5.0815
2004-07-24,151.5453,151.5453,16.0020,23.8889,17.2222,1.0241,3.6860
2004-07-25,151.5605,151.5605,0.0000,24.4444,13.3333,1.1033,4.5300
2004-07-26,151.5696,151.5696,0.0000,23.3333,12.7778,1.0180,4.2975
2004-07-27,151.5849,151.5849,0.0000,25.0000,12.7778,0.9418,4.7196
2004-07-28,151.5971,151.5971,22.8600,20.5556,13.8889,1.0546,3.3105
2004-07-29,151.6123,151.6123,1.0160,19.4444,13.8889,1.0027,2.9620
2004-07-30,151.6154,151.6154,0.0000,26.6667,15.0000,0.9479,4.8128
2004-07-31,151.6184,151.6184,1.5240,27.2222,15.0000,0.9083,4.9442
2004-08-01,151.6276,151.6276,0.0000,27.7778,20.0000,0.9662,4.2207
2004-08-02,151.6306,151.6306,2.2860,27.7778,18.3333,0.9326,4.5364
2004-08-03,151.6306,151.6306,0.0000,28.3333,16.6667,0.8869,4.9505
2004-08-04,151.6276,151.6276,0.5080,28.8889,17.2222,0.8625,5.0006
2004-08-05,151.6367,151.6367,14.9860,27.2222,14.4444,1.0485,4.9171
2004-08-06,151.6458,151.6458,3.0480,23.3333,11.1111,1.0088,4.3256
2004-08-07,151.6458,151.6458,0.0000,20.5556,7.7778,0.9540,4.0072
2004-08-08,151.6428,151.6428,0.0000,20.0000,9.4444,0.8991,3.6905
2004-08-09,151.6367,151.6367,0.0000,21.6667,9.4444,0.8717,4.0572
2004-08-10,151.6276,151.6276,0.0000,25.5556,10.0000,0.8504,4.8693
2004-08-11,151.6215,151.6215,0.5080,26.6667,11.6667,0.8412,4.9507
2004-08-12,151.6062,151.6062,13.4620,25.5556,18.3333,0.8473,3.6849
2004-08-13,151.5910,151.5910,3.5560,25.5556,18.8889,0.8595,3.5479
2004-08-14,151.5757,151.5757,0.5080,25.5556,16.6667,0.8625,3.9582
2004-08-15,151.5696,151.5696,17.7800,24.4444,16.6667,1.0119,3.6285
2004-08-16,151.5849,151.5849,5.0800,20.0000,16.1111,1.1003,2.3799
2004-08-17,151.6032,151.6032,4.5720,18.3333,11.6667,1.1308,2.8265
2004-08-18,151.6184,151.6184,0.0000,22.7778,11.6667,1.0210,3.8827
2004-08-19,151.6215,151.6215,0.0000,23.8889,12.2222,0.9662,4.0533
2004-08-20,151.6215,151.6215,3.0480,26.1111,16.6667,1.0119,3.9755
2004-08-21,151.6397,151.6397,27.1780,28.3333,17.2222,1.1856,4.4444
2004-08-22,151.6550,151.6550,27.1780,23.3333,8.8889,1.4355,4.1825
2004-08-23,151.6733,151.6733,0.0000,22.7778,9.4444,1.1917,3.9937
2004-08-24,151.6702,151.6702,0.0000,26.6667,9.4444,1.0667,4.7782
2004-08-25,151.6702,151.6702,0.0000,22.7778,10.0000,1.0027,3.8932
2004-08-26,151.6733,151.6733,0.0000,24.4444,8.8889,0.9601,4.3037
2004-08-27,151.6733,151.6733,0.0000,25.5556,8.8889,0.9387,4.4992
2004-08-28,151.6733,151.6733,0.0000,25.0000,16.6667,0.9144,3.4981
